term_str,x,y,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf
piece,12.914734,-16.818438,731,86,0.00010957856847067818,13.155746717970722,5,NN,NN,2,3,0,piec,80,9.548557036925244,763.8845629540195
glad,-1.6629772,11.074799,732,86,0.00010957856847067818,13.155746717970722,4,JJ,JJ,4,7,0,glad,85,9.461094195674903,804.1930066323667
suck,9.018077,6.5417256,733,85,0.00010830439906985634,13.172620536535119,4,VB,VBP,3,7,0,suck,74,9.661031766183656,714.9163506975906
mm,13.86414,11.689999,734,85,0.00010830439906985634,13.172620536535119,2,NN,NN,2,3,0,mm,77,9.603698591117704,739.4847915160632
early,4.652746,1.5915066,735,85,0.00010830439906985634,13.172620536535119,5,JJ,JJ,2,2,0,earli,82,9.512933127194522,780.0605164299508
clear,-11.385026,2.718053,736,85,0.00010830439906985634,13.172620536535119,5,JJ,JJ,2,2,0,clear,83,9.49544570046568,788.1219931386514
ill,-2.7955294,21.019035,737,85,0.00010830439906985634,13.172620536535119,3,NN,NNP,4,6,0,ill,83,9.49544570046568,788.1219931386514
fast,-5.309026,-3.5013127,738,85,0.00010830439906985634,13.172620536535119,4,RB,RB,4,8,0,fast,81,9.530635128927981,771.9814454431665
bed,11.209233,-13.23314,739,85,0.00010830439906985634,13.172620536535119,3,NN,NN,3,4,0,bed,78,9.585082912950357,747.6364672101279
single,5.9294877,-21.760813,740,85,0.00010830439906985634,13.172620536535119,6,JJ,JJ,2,3,0,singl,83,9.49544570046568,788.1219931386514
quick,6.6226416,7.064978,741,85,0.00010830439906985634,13.172620536535119,5,JJ,JJ,4,5,0,quick,82,9.512933127194522,780.0605164299508
bag,18.194036,-12.659377,742,84,0.00010703022966903449,13.18969404989406,3,NN,NN,2,2,0,bag,77,9.603698591117704,739.4847915160632
words,-3.609328,-21.221193,743,84,0.00010703022966903449,13.18969404989406,5,NN,NNS,1,1,0,word,82,9.512933127194522,780.0605164299508
son,16.958897,-21.054773,744,84,0.00010703022966903449,13.18969404989406,3,NN,NN,3,4,0,son,81,9.530635128927981,771.9814454431665
enters,26.366837,3.1533577,745,84,0.00010703022966903449,13.18969404989406,6,NN,NNS,2,2,0,enter,84,9.478167709033846,796.1660875588431
save,-25.928099,16.17694,746,84,0.00010703022966903449,13.18969404989406,4,VB,VB,3,5,0,save,81,9.530635128927981,771.9814454431665
running,13.987364,-5.239548,747,84,0.00010703022966903449,13.18969404989406,7,VB,VBG,3,3,0,run,81,9.530635128927981,771.9814454431665
message,13.503671,-0.73208946,748,84,0.00010703022966903449,13.18969404989406,7,NN,NN,1,2,0,messag,79,9.566704383635502,755.7696463072047
middle,11.9355755,-18.856401,749,84,0.00010703022966903449,13.18969404989406,6,NN,NN,4,4,0,middl,83,9.49544570046568,788.1219931386514
less,-11.580273,-15.698159,750,84,0.00010703022966903449,13.18969404989406,4,JJ,JJR,4,5,0,less,82,9.512933127194522,780.0605164299508
wall,17.581465,-7.997968,751,83,0.00010575606026821266,13.206972041325896,4,NN,NN,3,4,0,wall,76,9.62255761836902,731.3143789960455
eight,-0.3855151,-29.211784,752,83,0.00010575606026821266,13.206972041325896,5,CD,CD,2,2,0,eight,76,9.62255761836902,731.3143789960455
buddy,17.587864,11.934626,753,83,0.00010575606026821266,13.206972041325896,5,NN,NN,3,6,0,buddi,77,9.603698591117704,739.4847915160632
hospital,16.980732,-10.662154,754,83,0.00010575606026821266,13.206972041325896,8,NN,NN,1,2,0,hospit,81,9.530635128927981,771.9814454431665
smiles,24.200947,5.5278053,755,83,0.00010575606026821266,13.206972041325896,6,NN,NNS,2,3,0,smile,82,9.512933127194522,780.0605164299508
city,7.9231296,-18.49043,756,82,0.00010448189086739082,13.224459468054736,4,NN,NN,1,2,0,citi,77,9.603698591117704,739.4847915160632
able,-28.83061,1.8689378,757,82,0.00010448189086739082,13.224459468054736,4,JJ,JJ,1,1,0,abl,81,9.530635128927981,771.9814454431665
charge,6.388312,-17.941656,758,82,0.00010448189086739082,13.224459468054736,6,NN,NN,2,3,0,charg,77,9.603698591117704,739.4847915160632
fight,-12.382637,2.8291583,759,82,0.00010448189086739082,13.224459468054736,5,NN,NN,3,7,0,fight,68,9.783022290562267,665.2455157582341
raises,26.094305,1.0674936,760,82,0.00010448189086739082,13.224459468054736,6,VB,VBZ,2,3,0,rais,76,9.62255761836902,731.3143789960455
picks,28.96896,-0.1285834,761,82,0.00010448189086739082,13.224459468054736,5,VB,VBZ,2,3,0,pick,80,9.548557036925244,763.8845629540195
himself,17.881588,2.5636833,762,82,0.00010448189086739082,13.224459468054736,7,PR,PRP,1,1,1,himself,79,9.566704383635502,755.7696463072047
starting,1.2433,4.7231293,763,81,0.00010320772146656899,13.242161469788195,8,VB,VBG,3,3,0,start,77,9.603698591117704,739.4847915160632
appreciate,-24.748373,8.038477,764,81,0.00010320772146656899,13.242161469788195,10,VB,VBP,2,3,0,appreci,77,9.603698591117704,739.4847915160632
happens,-16.464941,0.9685898,765,81,0.00010320772146656899,13.242161469788195,7,VB,VBZ,2,2,0,happen,79,9.566704383635502,755.7696463072047
accent,18.477982,10.442317,766,81,0.00010320772146656899,13.242161469788195,6,NN,NN,2,3,0,accent,79,9.566704383635502,755.7696463072047
wear,-23.65703,15.81265,767,81,0.00010320772146656899,13.242161469788195,4,VB,VB,4,6,0,wear,77,9.603698591117704,739.4847915160632
offer,-24.939007,14.898088,768,81,0.00010320772146656899,13.242161469788195,5,NN,NN,2,3,0,offer,78,9.585082912950357,747.6364672101279
sale,-0.5898064,-8.404388,769,81,0.00010320772146656899,13.242161469788195,4,NN,NN,1,1,0,sale,77,9.603698591117704,739.4847915160632
respect,-21.088238,10.260263,770,81,0.00010320772146656899,13.242161469788195,7,VB,NN,3,5,0,respect,63,9.89320520831269,623.2719281236995
pull,-24.553047,23.162212,771,81,0.00010320772146656899,13.242161469788195,4,VB,VB,3,5,0,pull,77,9.603698591117704,739.4847915160632
ive,-26.844412,-9.538429,772,80,0.00010193355206574714,13.260083377785458,3,NN,NNP,1,2,0,ive,75,9.641666441316724,723.1249830987543
standing,14.580485,-4.627338,773,80,0.00010193355206574714,13.260083377785458,8,VB,VBG,2,2,0,stand,77,9.603698591117704,739.4847915160632
entire,9.76564,-21.903864,774,80,0.00010193355206574714,13.260083377785458,6,JJ,JJ,2,2,0,entir,78,9.585082912950357,747.6364672101279
worked,-21.609783,-7.118198,775,80,0.00010193355206574714,13.260083377785458,6,VB,VBD,1,2,0,work,78,9.585082912950357,747.6364672101279
nine,-0.51596874,-30.19868,776,80,0.00010193355206574714,13.260083377785458,4,CD,CD,2,3,0,nine,74,9.661031766183656,714.9163506975906
busy,-6.3233824,0.18179783,777,80,0.00010193355206574714,13.260083377785458,4,JJ,JJ,2,2,0,busi,76,9.62255761836902,731.3143789960455
fall,-19.826807,19.089382,778,79,0.0001006593826649253,13.278230724495717,4,VB,VB,2,4,0,fall,78,9.585082912950357,747.6364672101279
calls,8.11861,-2.0952222,779,79,0.0001006593826649253,13.278230724495717,5,NN,NNS,2,3,0,call,74,9.661031766183656,714.9163506975906
feels,-14.317027,-0.7340059,780,79,0.0001006593826649253,13.278230724495717,5,VB,VBZ,2,4,0,feel,78,9.585082912950357,747.6364672101279
trust,-24.518715,11.09267,781,79,0.0001006593826649253,13.278230724495717,5,VB,VB,2,5,0,trust,73,9.680660572932588,706.6882218240789
past,8.850592,-20.798134,782,79,0.0001006593826649253,13.278230724495717,4,JJ,JJ,5,5,0,past,78,9.585082912950357,747.6364672101279
ring,14.452017,-12.0771475,783,79,0.0001006593826649253,13.278230724495717,4,NN,NN,2,4,0,ring,68,9.783022290562267,665.2455157582341
speak,-27.595339,13.712951,784,79,0.0001006593826649253,13.278230724495717,5,VB,VB,3,4,0,speak,76,9.62255761836902,731.3143789960455
huge,-2.0803945,-6.789791,785,79,0.0001006593826649253,13.278230724495717,4,JJ,JJ,2,3,0,huge,75,9.641666441316724,723.1249830987543
ahh,17.817974,12.403897,786,79,0.0001006593826649253,13.278230724495717,3,NN,NN,4,5,0,ahh,73,9.680660572932588,706.6882218240789
ass,18.71277,-17.381058,787,78,9.938521326410346e-05,13.296609253810573,3,NN,NN,2,4,0,ass,66,9.826091012454151,648.522006821974
except,3.074522,-5.191717,788,78,9.938521326410346e-05,13.296609253810573,6,IN,IN,2,2,0,except,78,9.585082912950357,747.6364672101279
follow,-23.775757,17.721258,789,78,9.938521326410346e-05,13.296609253810573,6,VB,VB,4,5,0,follow,77,9.603698591117704,739.4847915160632
window,22.80707,-4.1586475,790,78,9.938521326410346e-05,13.296609253810573,6,NN,NN,3,3,0,window,76,9.62255761836902,731.3143789960455
boom,20.722862,6.4853196,791,78,9.938521326410346e-05,13.296609253810573,4,NN,NN,3,4,0,boom,53,10.142564677249407,537.5559278942186
mistake,-2.7104883,-8.018709,792,78,9.938521326410346e-05,13.296609253810573,7,NN,NN,3,3,0,mistak,74,9.661031766183656,714.9163506975906
sent,-23.65848,-1.7041607,793,78,9.938521326410346e-05,13.296609253810573,4,VB,VBD,3,6,0,sent,75,9.641666441316724,723.1249830987543
santa,-2.9441936,-2.580311,794,78,9.938521326410346e-05,13.296609253810573,5,NN,NNP,3,4,0,santa,70,9.741202114867638,681.8841480407347
clears,22.872374,6.9286637,795,78,9.938521326410346e-05,13.296609253810573,6,NN,NNS,2,3,0,clear,74,9.661031766183656,714.9163506975906
cece,13.428194,7.773977,796,78,9.938521326410346e-05,13.296609253810573,4,NN,NNP,2,3,0,cece,72,9.700560130370294,698.4403293866611
seeing,3.3793106,4.314914,797,77,9.811104386328163e-05,13.31522493197792,6,VB,VBG,3,3,0,see,76,9.62255761836902,731.3143789960455
bought,-22.723753,-4.4204803,798,77,9.811104386328163e-05,13.31522493197792,6,VB,VBD,1,2,0,bought,75,9.641666441316724,723.1249830987543
step,14.707968,-7.0599337,799,77,9.811104386328163e-05,13.31522493197792,4,NN,NN,2,5,0,step,72,9.700560130370294,698.4403293866611
fat,-3.1872845,-4.1382847,800,77,9.811104386328163e-05,13.31522493197792,3,JJ,JJ,4,6,0,fat,64,9.870485131812606,631.7110484360068
unless,-13.902953,5.071758,801,77,9.811104386328163e-05,13.31522493197792,6,IN,IN,3,3,0,unless,76,9.62255761836902,731.3143789960455
instead,3.544998,-24.21729,802,77,9.811104386328163e-05,13.31522493197792,7,RB,RB,1,1,0,instead,75,9.641666441316724,723.1249830987543
feet,18.693474,-15.144166,803,77,9.811104386328163e-05,13.31522493197792,4,NN,NNS,1,1,0,feet,74,9.661031766183656,714.9163506975906
bus,14.27848,-8.282789,804,77,9.811104386328163e-05,13.31522493197792,3,NN,NN,2,4,0,bu,68,9.783022290562267,665.2455157582341
pants,18.565744,-15.930372,805,77,9.811104386328163e-05,13.31522493197792,5,NN,NNS,1,2,0,pant,73,9.680660572932588,706.6882218240789
fake,6.652227,-9.062256,806,77,9.811104386328163e-05,13.31522493197792,4,JJ,JJ,3,5,0,fake,75,9.641666441316724,723.1249830987543
agree,-19.852394,11.000767,807,76,9.683687446245978e-05,13.334083959229234,5,VB,VBP,2,4,0,agre,74,9.661031766183656,714.9163506975906
kitchen,17.911371,-8.444467,808,76,9.683687446245978e-05,13.334083959229234,7,NN,NN,3,5,0,kitchen,75,9.641666441316724,723.1249830987543
possible,-10.36911,-3.2458115,809,76,9.683687446245978e-05,13.334083959229234,8,JJ,JJ,2,2,0,possibl,75,9.641666441316724,723.1249830987543
none,3.1968462,-24.08601,810,76,9.683687446245978e-05,13.334083959229234,4,NN,NN,4,4,0,none,74,9.661031766183656,714.9163506975906
rules,-2.8128433,-20.255892,811,76,9.683687446245978e-05,13.334083959229234,5,NN,NNS,1,1,0,rule,66,9.826091012454151,648.522006821974
normal,15.804754,5.825845,812,76,9.683687446245978e-05,13.334083959229234,6,JJ,JJ,3,3,0,normal,72,9.700560130370294,698.4403293866611
sleep,-19.319616,13.077871,813,76,9.683687446245978e-05,13.334083959229234,5,VB,VB,3,5,0,sleep,72,9.700560130370294,698.4403293866611
power,7.4969873,-13.102011,814,75,9.556270506163794e-05,13.35319278217694,5,NN,NN,3,4,0,power,73,9.680660572932588,706.6882218240789
shows,24.053598,1.472533,815,75,9.556270506163794e-05,13.35319278217694,5,VB,VBZ,2,2,0,show,74,9.661031766183656,714.9163506975906
sits,23.527845,-2.8778334,816,75,9.556270506163794e-05,13.35319278217694,4,VB,VBZ,2,4,0,sit,74,9.661031766183656,714.9163506975906
boat,4.3428674,-11.416541,817,75,9.556270506163794e-05,13.35319278217694,4,NN,NN,3,4,0,boat,69,9.761960675034437,673.5752865773762
forgot,-24.038431,1.7821945,818,75,9.556270506163794e-05,13.35319278217694,6,VB,VBD,2,6,0,forgot,73,9.680660572932588,706.6882218240789
yours,-10.734093,4.711802,819,74,9.428853566081611e-05,13.37255810704387,5,NN,NNS,4,6,1,your,71,9.720738012307924,690.1723988738627
moving,1.2808229,4.608224,820,74,9.428853566081611e-05,13.37255810704387,6,VB,VBG,3,3,0,move,70,9.741202114867638,681.8841480407347
tried,-25.65948,-0.9385458,821,74,9.428853566081611e-05,13.37255810704387,5,VB,VBD,1,3,0,tri,71,9.720738012307924,690.1723988738627
note,8.019392,-7.8673964,822,74,9.428853566081611e-05,13.37255810704387,4,NN,NN,2,4,0,note,69,9.761960675034437,673.5752865773762
worth,-8.167444,2.9775302,823,74,9.428853566081611e-05,13.37255810704387,5,JJ,JJ,4,4,0,worth,71,9.720738012307924,690.1723988738627
talked,-26.154675,-0.39063844,824,74,9.428853566081611e-05,13.37255810704387,6,VB,VBD,1,2,0,talk,72,9.700560130370294,698.4403293866611
pete,14.493108,9.90929,825,74,9.428853566081611e-05,13.37255810704387,4,NN,NNP,2,3,0,pete,64,9.870485131812606,631.7110484360068
beat,-23.427885,18.69247,826,74,9.428853566081611e-05,13.37255810704387,4,VB,VB,4,8,0,beat,70,9.741202114867638,681.8841480407347
packer,14.762819,8.068772,827,74,9.428853566081611e-05,13.37255810704387,6,NN,NNP,1,2,0,packer,61,9.939747794249719,606.3246154492329
hang,-24.553427,23.43817,828,73,9.301436625999427e-05,13.392186913792802,4,VB,VB,3,6,0,hang,71,9.720738012307924,690.1723988738627
thousand,-1.3261073,-29.806288,829,73,9.301436625999427e-05,13.392186913792802,8,CD,CD,4,5,0,thousand,68,9.783022290562267,665.2455157582341
yup,11.577278,12.378119,830,73,9.301436625999427e-05,13.392186913792802,3,NN,NN,4,6,0,yup,72,9.700560130370294,698.4403293866611
dream,16.66326,-21.234133,831,73,9.301436625999427e-05,13.392186913792802,5,NN,NN,2,4,0,dream,65,9.848117318784151,640.1276257209698
lives,9.205163,-17.375723,832,73,9.301436625999427e-05,13.392186913792802,5,NN,NNS,2,2,0,live,69,9.761960675034437,673.5752865773762
theres,-4.950386,-9.106766,833,73,9.301436625999427e-05,13.392186913792802,6,NN,NNP,6,10,0,there,71,9.720738012307924,690.1723988738627
human,0.62702185,-18.006523,834,73,9.301436625999427e-05,13.392186913792802,5,JJ,JJ,2,3,0,human,71,9.720738012307924,690.1723988738627
grabs,24.544043,0.6128717,835,72,9.174019685917242e-05,13.412086471230507,5,NN,NN,2,7,0,grab,72,9.700560130370294,698.4403293866611
hits,23.807419,0.5429398,836,72,9.174019685917242e-05,13.412086471230507,4,VB,VBZ,2,3,0,hit,68,9.783022290562267,665.2455157582341
conversation,-2.830165,-14.4005165,837,72,9.174019685917242e-05,13.412086471230507,12,NN,NN,1,1,0,convers,71,9.720738012307924,690.1723988738627
learned,-26.73188,-2.7683194,838,72,9.174019685917242e-05,13.412086471230507,7,VB,VBD,2,3,0,learn,67,9.804395941354834,656.8945280707738
charles,13.583177,9.356458,839,72,9.174019685917242e-05,13.412086471230507,7,NN,NNP,1,1,0,charl,66,9.826091012454151,648.522006821974
doctor,0.10721684,-9.305868,840,72,9.174019685917242e-05,13.412086471230507,6,NN,NN,2,3,0,doctor,65,9.848117318784151,640.1276257209698
wrote,-19.289503,-2.3780668,841,72,9.174019685917242e-05,13.412086471230507,5,VB,VBD,1,1,0,wrote,68,9.783022290562267,665.2455157582341
enjoy,-3.6554055,-6.6437626,842,72,9.174019685917242e-05,13.412086471230507,5,VB,VB,3,6,0,enjoy,69,9.761960675034437,673.5752865773762
didnt,-16.104635,6.054592,843,71,9.046602745835059e-05,13.432264353168138,5,VB,VBP,3,7,0,didnt,69,9.761960675034437,673.5752865773762
happening,-4.092486,4.348322,844,71,9.046602745835059e-05,13.432264353168138,9,VB,VBG,3,3,0,happen,69,9.761960675034437,673.5752865773762
truck,12.667943,-7.9311285,845,71,9.046602745835059e-05,13.432264353168138,5,NN,NN,1,2,0,truck,63,9.89320520831269,623.2719281236995
ohh,16.826855,12.104001,846,71,9.046602745835059e-05,13.432264353168138,3,NN,NN,1,2,0,ohh,67,9.804395941354834,656.8945280707738
knocks,24.951244,-1.6318066,847,71,9.046602745835059e-05,13.432264353168138,6,NN,NNS,2,3,0,knock,69,9.761960675034437,673.5752865773762
farm,9.570522,-18.951126,848,71,9.046602745835059e-05,13.432264353168138,4,NN,NN,3,4,0,farm,63,9.89320520831269,623.2719281236995
boyfriend,18.440065,-20.610952,849,71,9.046602745835059e-05,13.432264353168138,9,NN,NN,3,4,0,boyfriend,70,9.741202114867638,681.8841480407347
applause,20.28976,8.725059,850,70,8.919185805752875e-05,13.452728455727854,8,NN,NN,3,4,0,applaus,69,9.761960675034437,673.5752865773762
gun,1.0329705,-9.106674,851,70,8.919185805752875e-05,13.452728455727854,3,NN,NN,3,3,0,gun,65,9.848117318784151,640.1276257209698
information,-2.5022218,-15.754045,852,70,8.919185805752875e-05,13.452728455727854,11,NN,NN,1,1,0,inform,68,9.783022290562267,665.2455157582341
town,6.646295,-17.017565,853,70,8.919185805752875e-05,13.452728455727854,4,NN,NN,1,2,0,town,66,9.826091012454151,648.522006821974
dogs,-0.99711204,-4.440541,854,70,8.919185805752875e-05,13.452728455727854,4,NN,NNS,1,2,0,dog,61,9.939747794249719,606.3246154492329
foot,18.641737,-15.76264,855,70,8.919185805752875e-05,13.452728455727854,4,NN,NN,3,3,0,foot,69,9.761960675034437,673.5752865773762
likes,-18.997766,-2.996738,856,70,8.919185805752875e-05,13.452728455727854,5,VB,VBZ,2,3,0,like,66,9.826091012454151,648.522006821974
decision,-4.2070713,-13.136588,857,70,8.919185805752875e-05,13.452728455727854,8,NN,NN,1,1,0,decis,66,9.826091012454151,648.522006821974
ride,-20.886873,20.425337,858,70,8.919185805752875e-05,13.452728455727854,4,NN,NN,4,4,0,ride,63,9.89320520831269,623.2719281236995
mad,4.0768533,6.0938354,859,70,8.919185805752875e-05,13.452728455727854,3,JJ,JJ,4,7,0,mad,61,9.939747794249719,606.3246154492329
truth,-13.342776,2.3702033,860,70,8.919185805752875e-05,13.452728455727854,5,NN,NN,2,3,0,truth,64,9.870485131812606,631.7110484360068
waiting,2.402395,2.047316,861,70,8.919185805752875e-05,13.452728455727854,7,VB,VBG,2,2,0,wait,70,9.741202114867638,681.8841480407347
bar,10.49754,-14.381602,862,70,8.919185805752875e-05,13.452728455727854,3,NN,NN,2,2,0,bar,65,9.848117318784151,640.1276257209698
clean,-21.313864,20.526825,863,69,8.791768865670691e-05,13.473487015894651,5,VB,JJ,3,5,0,clean,69,9.761960675034437,673.5752865773762
felt,-14.80977,0.50758535,864,69,8.791768865670691e-05,13.473487015894651,4,VB,VBD,3,7,0,felt,66,9.826091012454151,648.522006821974
cheers,20.808754,7.5747695,865,69,8.791768865670691e-05,13.473487015894651,6,NN,NNS,2,3,0,cheer,64,9.870485131812606,631.7110484360068
dance,-21.291473,14.5391655,866,69,8.791768865670691e-05,13.473487015894651,5,NN,NN,4,6,0,danc,66,9.826091012454151,648.522006821974
tough,-6.1292114,-1.4191366,867,69,8.791768865670691e-05,13.473487015894651,5,JJ,JJ,2,2,0,tough,68,9.783022290562267,665.2455157582341
young,-3.1290429,-3.8609653,868,69,8.791768865670691e-05,13.473487015894651,5,JJ,JJ,2,2,0,young,64,9.870485131812606,631.7110484360068
blood,5.2270584,-12.5056925,869,69,8.791768865670691e-05,13.473487015894651,5,NN,NN,2,3,0,blood,63,9.89320520831269,623.2719281236995
finally,0.2267047,0.14926794,870,69,8.791768865670691e-05,13.473487015894651,7,RB,RB,1,1,0,final,69,9.761960675034437,673.5752865773762
gosh,17.739359,17.120722,871,69,8.791768865670691e-05,13.473487015894651,4,NN,NN,3,5,0,gosh,69,9.761960675034437,673.5752865773762
club,-0.8452423,-14.056537,872,68,8.664351925588507e-05,13.49454863142248,4,NN,NN,1,2,0,club,62,9.91628882142573,614.8099069283953
customer,1.7619371,-18.478886,873,68,8.664351925588507e-05,13.49454863142248,8,NN,NN,2,3,0,custom,62,9.91628882142573,614.8099069283953
promise,-23.194344,11.935193,874,68,8.664351925588507e-05,13.49454863142248,7,VB,VBP,2,3,0,promis,66,9.826091012454151,648.522006821974
parents,17.311207,-19.703865,875,68,8.664351925588507e-05,13.49454863142248,7,NN,NNS,1,2,0,parent,64,9.870485131812606,631.7110484360068
butt,18.900885,-18.645967,876,68,8.664351925588507e-05,13.49454863142248,4,NN,NN,3,5,0,butt,62,9.91628882142573,614.8099069283953
senator,5.076044,-13.244527,877,68,8.664351925588507e-05,13.49454863142248,7,NN,NN,1,2,0,senat,64,9.870485131812606,631.7110484360068
touch,-21.961771,13.256777,878,68,8.664351925588507e-05,13.49454863142248,5,VB,VB,4,5,0,touch,66,9.826091012454151,648.522006821974
numbers,-2.6208544,-20.19811,879,67,8.536934985506323e-05,13.515922282215048,7,NN,NNS,1,2,0,number,65,9.848117318784151,640.1276257209698
congratulations,16.692814,13.592428,880,67,8.536934985506323e-05,13.515922282215048,15,NN,NNS,1,2,0,congratul,67,9.804395941354834,656.8945280707738
aw,15.900565,11.467473,881,67,8.536934985506323e-05,13.515922282215048,2,NN,NNP,2,3,0,aw,67,9.804395941354834,656.8945280707738
present,7.5426846,-8.833465,882,67,8.536934985506323e-05,13.515922282215048,7,JJ,JJ,3,6,0,present,65,9.848117318784151,640.1276257209698
class,5.714127,-14.273143,883,67,8.536934985506323e-05,13.515922282215048,5,NN,NN,1,2,0,class,59,9.987842082450765,589.2826828645951
grab,-25.146584,17.561863,884,67,8.536934985506323e-05,13.515922282215048,4,VB,VB,2,5,0,grab,65,9.848117318784151,640.1276257209698
florida,3.7490542,2.328099,885,67,8.536934985506323e-05,13.515922282215048,7,NN,NNP,2,2,0,florida,61,9.939747794249719,606.3246154492329
text,12.517571,-0.7122889,886,67,8.536934985506323e-05,13.515922282215048,4,NN,NN,4,6,0,text,64,9.870485131812606,631.7110484360068
ground,16.639074,-9.128759,887,67,8.536934985506323e-05,13.515922282215048,6,NN,NN,2,3,0,ground,67,9.804395941354834,656.8945280707738
child,0.526588,-10.341851,888,67,8.536934985506323e-05,13.515922282215048,5,NN,NN,2,3,0,child,64,9.870485131812606,631.7110484360068
count,-19.936283,16.63096,889,67,8.536934985506323e-05,13.515922282215048,5,VB,VB,2,4,0,count,63,9.89320520831269,623.2719281236995
art,2.4303827,-15.558258,890,66,8.40951804542414e-05,13.537617353314367,3,NN,NN,4,6,0,art,60,9.963594536204088,597.8156721722453
wonderful,-5.6318564,-1.8174909,891,66,8.40951804542414e-05,13.537617353314367,9,JJ,JJ,3,4,0,wonder,63,9.89320520831269,623.2719281236995
situation,-2.0256972,-13.146697,892,66,8.40951804542414e-05,13.537617353314367,9,NN,NN,1,1,0,situat,64,9.870485131812606,631.7110484360068
brother,18.144024,-20.976114,893,66,8.40951804542414e-05,13.537617353314367,7,NN,NN,2,3,0,brother,61,9.939747794249719,606.3246154492329
eye,16.17799,-13.559662,894,66,8.40951804542414e-05,13.537617353314367,3,NN,NN,1,2,0,eye,63,9.89320520831269,623.2719281236995
sad,-7.334632,4.056497,895,66,8.40951804542414e-05,13.537617353314367,3,JJ,JJ,3,5,0,sad,63,9.89320520831269,623.2719281236995
begins,22.392618,-1.1655568,896,66,8.40951804542414e-05,13.537617353314367,6,VB,VBZ,2,2,0,begin,66,9.826091012454151,648.522006821974
cards,7.964048,-13.174115,897,65,8.282101105341956e-05,13.559643659644365,5,NN,NNS,1,1,0,card,59,9.987842082450765,589.2826828645951
excellent,-2.4375267,-2.3067071,898,65,8.282101105341956e-05,13.559643659644365,9,NN,NN,2,3,0,excel,63,9.89320520831269,623.2719281236995
speaking,8.185413,-11.194262,899,65,8.282101105341956e-05,13.559643659644365,8,VB,VBG,3,4,0,speak,63,9.89320520831269,623.2719281236995
needed,-24.592476,-0.04959377,900,65,8.282101105341956e-05,13.559643659644365,6,VB,VBD,1,2,0,need,63,9.89320520831269,623.2719281236995
whoo,16.714323,13.16311,901,65,8.282101105341956e-05,13.559643659644365,4,NN,NN,1,2,0,whoo,57,10.037595117647864,572.1429217059283
hug,11.589652,4.9951396,902,65,8.282101105341956e-05,13.559643659644365,3,VB,NN,3,5,0,hug,62,9.91628882142573,614.8099069283953
choice,-4.734844,-10.119855,903,64,8.154684165259771e-05,13.58201147267282,6,NN,NN,1,2,0,choic,63,9.89320520831269,623.2719281236995
ho,21.878729,7.646636,904,64,8.154684165259771e-05,13.58201147267282,2,NN,NN,2,3,0,ho,32,10.870485131812606,347.8555242180034
basically,-12.537527,3.8102722,905,64,8.154684165259771e-05,13.58201147267282,9,RB,RB,3,3,0,basic,64,9.870485131812606,631.7110484360068
driving,3.2516215,-1.1972418,906,64,8.154684165259771e-05,13.58201147267282,7,VB,VBG,2,2,0,drive,62,9.91628882142573,614.8099069283953
using,4.6725116,-3.9833863,907,64,8.154684165259771e-05,13.58201147267282,5,VB,VBG,1,1,0,use,64,9.870485131812606,631.7110484360068
kisses,24.266893,3.9647722,908,64,8.154684165259771e-05,13.58201147267282,6,VB,VBZ,2,3,0,kiss,61,9.939747794249719,606.3246154492329
completely,-5.8649054,6.097478,909,64,8.154684165259771e-05,13.58201147267282,10,RB,RB,1,1,0,complet,64,9.870485131812606,631.7110484360068
tv,13.157926,-9.402456,910,64,8.154684165259771e-05,13.58201147267282,2,NN,NN,2,4,0,tv,59,9.987842082450765,589.2826828645951
handle,-24.74998,12.718435,911,64,8.154684165259771e-05,13.58201147267282,6,VB,VB,3,5,0,handl,63,9.89320520831269,623.2719281236995
father,17.668142,-21.025883,912,64,8.154684165259771e-05,13.58201147267282,6,NN,NN,2,3,0,father,55,10.089125418287946,554.901898005837
temp,-0.46633324,-3.1942987,913,64,8.154684165259771e-05,13.58201147267282,4,NN,NN,4,5,0,temp,56,10.063130209755002,563.5352917462801
towards,24.804134,1.3290735,914,64,8.154684165259771e-05,13.58201147267282,7,NN,NNS,3,6,0,toward,58,10.012504136685033,580.7252399277319
whats,10.790499,0.70546454,915,64,8.154684165259771e-05,13.58201147267282,5,NN,NNP,5,10,0,what,64,9.870485131812606,631.7110484360068
tries,20.295385,-1.085542,916,63,8.027267225177587e-05,13.604731549172904,5,NN,NNS,2,2,0,tri,61,9.939747794249719,606.3246154492329
rock,0.30199325,-2.44799,917,63,8.027267225177587e-05,13.604731549172904,4,NN,NN,3,5,0,rock,58,10.012504136685033,580.7252399277319
planning,5.432769,-16.37757,918,63,8.027267225177587e-05,13.604731549172904,8,NN,NN,2,3,0,plan,61,9.939747794249719,606.3246154492329
taken,-16.046225,-10.518027,919,63,8.027267225177587e-05,13.604731549172904,5,VB,VBN,1,1,0,taken,61,9.939747794249719,606.3246154492329
future,14.26266,-15.772158,920,63,8.027267225177587e-05,13.604731549172904,6,NN,NN,2,3,0,futur,57,10.037595117647864,572.1429217059283
missed,-23.618755,0.45860478,921,63,8.027267225177587e-05,13.604731549172904,6,VB,VBD,1,2,0,miss,59,9.987842082450765,589.2826828645951
