term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
thanks,0.36905855,-0.014635103,-0.3626806,-0.088837706,-0.14138225,-0.5657011,-0.021013081,0.36498767,-0.008600106,-0.0823377,-0.37800646,-0.21606123,-0.61962855,-0.11703566,0.25234973,-0.29479992,0.027537022,0.53389037,-0.109820046,-0.3921318,-0.0005703788,-0.10391424,-0.03574062,-0.1456154,0.014772524,-0.18278469,-0.46420836,-0.4273812,-0.39938268,-0.45984396,0.19769023,-0.48747712,0.24714595,-0.36637074,0.02132416,0.08266202,0.519107,-0.22244328,0.024181213,-0.07844161,-0.16255452,0.10355732,-0.8084653,-0.039502867,0.12915461,-0.31437996,-0.4016893,0.21211366,0.42702615,-0.07964898,0.14707224,0.28584248,0.36620417,-0.24061368,0.13451701,0.500103,-0.09553706,-0.20448875,-0.30359644,0.062728696,0.27941033,-0.12313627,-0.1316727,0.33380303,-0.301919,0.32903865,-0.5945823,0.42708167,-0.22232987,0.13126844,-0.29213318,0.6004753,0.3614598,-0.14180058,0.24826805,0.24069697,0.07485941,-0.27283373,-0.4798293,0.056282487,-0.055166878,-0.011724098,0.02198977,0.72905415,-0.20224951,-0.045908757,-0.04358179,0.196727,-0.014722731,0.022945678,-0.10853738,-0.23910676,0.22474585,0.17536111,0.2300283,0.3509207,-0.13603362,0.6314422,-0.15202786,-0.0023784777,-0.29470068,0.023752335,0.41995844,0.19037876,-0.22733967,-0.18581098,0.45187816,0.44470936,-0.20070924,-0.19432823,-0.0013223868,0.017954094,-0.47769815,0.15024304,-0.027712137,0.06895227,-0.15062523,0.026860487,-0.11217572,0.15484409,-0.15559548,-0.21441033,0.082317986,0.11351792,0.2733075,-0.35871327,0.424942,-0.2344065,0.07312387,0.40645868,-0.1424001,-0.12720525,0.02565958,0.070882164,0.058307283,0.04368569,0.7352495,0.1468736,0.2742103,0.3339509,0.053191293,0.3560438,-0.37439215,-0.023080053,-0.06833352,0.26605344,0.211455,-0.24999997,-0.07686518,0.115015656,0.18119968,-0.25915715,0.06549243,-0.44916216,0.30113274,0.2693896,-0.08161045,-0.05911361,-0.20740974,0.095790915,0.33568242,-0.11010572,0.52533257,-0.4476309,-0.25526464,-0.23988637,0.1393832,-0.17443308,-0.023691954,0.10485425,-0.05690653,-0.27772924,0.112153046,0.060656786,-0.054798305,0.17650321,-0.31331378,-0.00785816,-0.38592145,-0.008753095,0.10259471,0.6679216,-0.039751135,-0.47897077,-0.11949418,0.12828143,0.005775031,-0.060991745,0.15913323,0.24011758,0.14326222,0.13041617,0.2120288,-0.107212804,0.0033727349,0.040450748,-0.13968337,-0.2224816,0.045893952,-0.38649303
those,-0.42974257,-0.3057106,0.027375583,-0.1204963,-0.4049007,0.023925446,0.09506965,-0.094526894,0.39961705,0.38059685,0.14566611,0.561395,-0.39560622,0.42850113,-0.36320564,0.10004299,-0.1259814,-0.22419225,0.13435936,-0.051803313,0.16752768,0.04616431,-0.2611181,0.040458143,-0.34609678,0.24081774,0.12873395,-0.20441881,-0.38964772,0.27977973,0.62105745,0.34152412,-0.105089724,0.23804156,0.08980735,0.3548459,-0.26176545,-0.20931804,0.09586785,0.117531516,0.05027003,-0.3468244,0.1586779,-0.31192923,0.146514,-0.22914629,0.12086255,0.14166337,0.26443923,-0.42302927,0.021322658,0.26189068,0.17299528,0.4854509,0.17410655,-0.018814586,0.042859055,-0.2710375,0.41717497,-0.3838611,0.2977301,-0.24552685,-0.18207273,0.30795425,0.007967649,-0.15151523,-0.002721957,-0.06714993,0.54289305,0.12813485,-0.18853094,0.04017109,0.0614677,0.0746009,0.22078243,0.35547307,0.013992412,0.08470628,0.32436138,-0.2634484,-0.18958354,0.24428394,-0.269751,0.4514936,0.12865572,-0.001372577,0.111011,0.6456019,0.057917397,-0.0027400756,0.30552864,-0.090513006,0.18275136,-0.24118312,0.36599553,-0.014167757,0.32120112,-0.33626616,0.18734092,0.14704268,0.06976515,0.16093375,0.32654995,-0.26547435,-0.26499215,-0.06934202,0.38798398,-0.42416403,0.014049095,-0.24697377,-0.4144225,-0.118312016,-0.017997582,-0.0072493195,-0.3223316,-0.08253351,-0.12197234,-0.12489013,-0.013216845,-0.77437854,-0.16311073,0.4061803,0.19760469,-0.2010819,-0.14414646,-0.59093803,-0.059742596,-0.76081467,-0.88784814,0.48989433,0.49194807,-0.096868925,-0.36209002,-0.30810076,-0.24657258,0.34265202,-0.29163367,-0.059473198,-0.09183305,-0.47474384,0.1741281,-0.35145646,-0.26834854,0.028624974,-0.041318167,-0.38883144,-0.049701188,0.1541527,0.26027215,0.24687026,-0.014980455,-0.21150686,0.07906388,0.08675388,-0.5471803,0.49369264,0.44027802,-0.0050210212,-0.3111197,-0.036871977,0.02389364,0.13534714,0.15182003,-0.368317,-0.055973794,-0.11527759,0.17689572,-0.23003866,-0.19358346,-0.018547524,-0.4552671,0.40317792,-0.0033007076,0.053411275,0.35391974,0.22442602,-0.078897074,-0.09679388,0.09072313,0.07557421,0.45986184,-0.21828033,0.19806032,-0.41271383,-0.20096087,-0.42209595,-0.36073357,0.09164469,0.12024078,0.050920848,0.025949603,0.23398158,0.15649278,-0.055451836,0.0072725657,-0.24927115,-0.27682307,-0.4189821,0.16846654,-0.39162937
feel,0.30458498,-0.18827915,0.1814088,-0.14631374,0.03390678,-0.7032561,0.026135573,0.5659118,-0.43870652,0.30816385,0.018439721,0.052358083,0.24761152,0.4939735,0.6213278,0.33964714,0.13581917,0.45998487,0.33834684,-0.006704567,0.57916725,-0.054528397,0.31779554,0.08940911,-0.18561043,-0.18051286,-0.40531486,0.7527404,-0.1935726,-0.138152,0.0490657,0.019400321,0.24294282,-0.4576407,0.21594884,0.0770619,0.40051258,0.18695839,-0.44144797,0.118795626,-0.08596532,0.03773319,-0.9131341,0.2455234,-0.5552921,0.41685924,-0.29975805,0.09874879,-0.14013052,0.10468621,-0.009882743,-0.031494327,-0.057237685,-0.0857527,0.5516913,0.09193165,-0.5292498,-0.24659859,0.05816097,-0.078490734,0.07874505,-0.58944046,-0.11636239,0.21061407,-0.20099011,0.5752924,0.2886516,0.0836489,-0.8855213,-0.43687093,-0.40734765,-0.26396218,-0.16138917,-0.3357313,-0.0320309,-0.06229287,0.08888572,-0.45001143,-0.11368105,0.3822327,-0.01733628,0.93331695,0.20581807,0.18708843,-0.27459362,0.20668358,-0.26170528,-0.15330663,0.13928294,-0.23904128,0.5755187,-0.5062938,-0.0020757825,-0.14081204,0.05319848,-0.23031639,0.48389322,0.840688,0.09266856,-0.5447521,0.1207206,-0.24232455,0.38864025,-0.024525939,0.35646746,-0.476382,-0.13922174,0.22325867,-0.25486484,-0.5709116,-0.46816102,0.052618433,-0.18705843,0.32401806,0.64061046,0.16044451,-0.08195,0.18868726,-0.5878109,0.19998354,-0.030886218,0.14364801,0.46319,-0.6693607,0.049510125,-0.3279783,-0.27581334,-0.7945281,0.3258857,0.15326756,0.03198703,0.026644602,-0.37948176,-0.40517655,-0.31123382,0.092152596,-0.3834683,0.1217523,-0.15079151,0.0004311956,0.24085248,0.09918911,-0.08527484,-0.25249285,-0.008766938,-0.1797335,-0.13378082,-0.28270674,0.1861554,0.96076745,0.07977926,-0.6169747,0.52737963,-0.10492723,-0.2817773,0.06987435,0.3141691,-0.06153025,0.033659894,0.31060538,0.64627874,0.3339716,0.77179736,-0.41587782,0.054243267,0.22948572,0.60663354,-0.3067299,0.11460368,-0.057291858,-0.545472,-0.3948063,-0.07887124,0.06819991,0.17505257,0.21364987,-0.19244307,0.22274491,-0.23315212,-0.06837194,-0.36158982,0.21718349,0.13259089,-0.3080818,-0.25460497,-0.32703313,-0.18151157,0.046738334,0.033444483,-0.11827429,0.4330473,0.20004746,0.16928788,0.039915524,-0.2966358,0.21439649,0.20244193,0.50729966,-0.6120025,0.3661649
away,-0.38627592,0.2273914,0.5489183,-0.5333442,-0.016986767,-0.27091998,-0.17268024,-0.31858036,0.06520383,-0.013740578,-0.26440778,-0.2887229,-0.06524962,-0.019878056,-0.3506878,-0.5080213,-0.36308303,-0.052814923,-0.75864464,-0.48259512,-0.16416349,-0.09555663,0.27684668,0.12932925,0.08509355,0.060806297,0.18288946,-0.87556994,-0.14468607,-0.2013111,0.26186576,0.0014089022,0.12522702,0.48012772,0.14765108,0.28414255,0.018843675,-0.33859658,-0.032423392,-0.4135204,-0.0020161122,0.03608177,-0.5864206,-0.27942002,0.70239264,-0.057964195,-0.04050139,-0.10579318,0.37784106,-0.14991632,0.054617543,-0.08495501,0.35720912,0.08268157,-0.055224027,-0.21203248,-0.22157142,0.34547102,-0.41298774,-0.2223073,-0.14884737,-0.25514203,0.11152927,-0.03680834,-0.18520889,-0.23735571,0.049945857,0.3409958,-0.03535563,0.8693215,0.091726795,0.21577388,0.27280352,0.025877532,-0.51224285,0.008526079,0.2828144,-0.60667205,0.014015714,-0.048212938,-0.18078257,-0.10845214,-0.18800001,0.21387057,0.018131766,-0.16055413,0.11400999,0.42610872,0.011701434,0.27917862,0.20883378,0.27159014,0.6036865,0.07139974,0.3698852,0.77395487,-0.39130878,-0.43273398,0.0828398,0.463412,-0.81880146,0.5824508,-0.13836057,-0.24908902,-0.27698284,0.0010333577,0.34156883,-0.16632538,-0.40051898,0.14114285,-0.11275042,-0.5235649,-0.11950776,-0.007799443,0.0755568,-0.25246415,0.54715246,-0.018718673,0.45186508,-0.14749783,-0.0006811951,0.07105538,0.14752574,-0.26435637,-0.10691546,0.08214704,0.54915684,0.14308316,-0.21163428,-0.3881652,0.027119074,0.28736734,0.08484746,0.6338798,-0.16978218,-0.24038705,0.26150596,0.34961635,0.097883634,0.42117566,0.2500962,-0.24181543,-0.25321245,-0.30321348,-0.08914682,0.3177271,0.035540987,0.16268848,0.06616758,-0.14279868,0.23568028,-0.20773031,-0.20801954,0.26678416,0.21413647,0.39143258,0.22042218,-0.1359959,-0.39640078,0.10805234,-0.07367949,0.1443574,-0.27937707,-0.22975475,0.014557756,-0.2645423,-0.23262012,-0.16534199,-0.042333324,-0.24290286,0.20134415,0.32796422,0.16354005,-0.10826029,0.06758945,0.15809982,-0.025516206,-0.1483593,0.0768472,-0.3118636,0.29153523,0.26540774,-0.37047476,0.38228005,0.08807319,-0.21742709,0.18265271,0.107064635,-0.19898468,0.14666806,-0.028017957,0.013471506,0.041509237,0.1997973,0.60928094,0.28236964,0.20640461,-0.06508692,0.6140944,0.1755485
party,0.2971101,-0.22140452,-0.18914849,-0.030804807,0.329149,-0.16306692,0.22466953,0.2557523,0.32630092,-0.10811371,-0.061643265,-0.3756038,-0.055575,-0.056364883,-0.13451579,-0.04212021,-0.18293731,0.18899663,-0.05364327,-0.032342426,0.10991618,0.26678717,-0.06576284,0.012207165,-0.0017537739,0.09143788,0.04945683,-0.08923714,-0.08760145,0.21988064,0.30940586,-0.0052149617,0.37034976,-0.2024737,-0.314305,0.09116418,-0.021714251,0.1646294,0.0049634473,-0.23805878,-0.26583087,0.3980543,0.06277594,-0.12457024,-0.23386276,-0.2067479,0.009322599,-0.20812848,0.2359591,0.16449447,0.4830945,-0.46695566,-0.14910026,-0.17718531,-0.079874106,0.17670493,0.14325954,-0.09088357,-0.1668394,0.15383872,0.18148857,0.20139976,-0.06206691,0.040050868,-0.22821043,0.09622547,0.029468112,-0.27046153,0.03821274,0.030496452,-0.13758358,-0.113523446,0.16147676,-0.15891938,0.21884625,-0.031787314,0.30557966,-0.16159873,-0.29018226,0.0671456,-0.08895087,0.26782793,0.040641263,0.08835281,-0.32005984,0.14529277,-0.15589875,-0.14797449,-0.3357494,0.12574632,0.0035707576,0.08527283,0.038776632,0.082046136,0.27350938,-0.14505611,-0.15531564,-0.113010675,-0.073755614,-0.044434957,-0.50787723,0.07796782,0.020791976,0.118871495,-0.26285684,-0.057885394,-0.0087642865,0.102075204,-0.13603775,-0.14352939,-0.22181426,-0.3542471,-0.051827393,0.26999626,0.010293323,0.2400633,-0.30336308,-0.37081566,0.09559427,0.12910609,-0.018762894,0.28292584,0.15804501,-0.098119356,0.14766608,-0.12542076,-0.36437467,0.11878949,0.20589115,0.05961624,-0.23971987,-0.028053386,-0.06547887,0.33826983,-0.20976979,0.24931867,-0.15780026,-0.6159286,0.06664214,-0.03640053,0.2606025,-0.107663736,0.31641266,-0.08068511,-0.0025434871,-0.097923934,0.018341456,0.10782246,0.0671936,0.08311049,0.084837414,0.09992026,0.043127857,0.035761036,0.018152423,0.056876656,0.14770432,-0.015656924,-0.11405978,0.10186143,0.34841585,0.2786264,-0.03387789,0.33002326,0.06724986,-0.100855686,0.061508514,-0.065048136,-0.13831492,-0.025638139,-0.15301,0.22652023,0.039352626,-0.22676024,0.1893401,0.29200885,-0.17046876,0.019399066,0.22361183,0.023851119,-0.23616113,0.0036525594,0.22089285,0.08385245,-0.28115377,0.01675518,0.19422866,0.04137785,-0.007909553,0.0035306204,0.22403625,0.16605586,-0.16245133,0.13059446,-0.11346745,0.06524861,-0.07083256,0.2541031,0.0077121183,-0.10608168
fine,0.11322764,-0.4213079,-0.7022161,0.36755842,0.23291938,-0.49937826,0.18913074,0.35900852,-0.33452433,-0.101311736,-0.10671252,0.009958443,-0.3762124,-0.02022019,-0.18172958,-0.35198602,0.17691302,0.3620381,-0.3703307,-0.45537946,-0.10033806,0.16761744,-0.06207731,-0.046419647,0.19732368,-0.16190389,0.11285288,-0.5744799,-0.45850098,0.069777146,0.64881957,-0.2501485,0.14992888,-0.21069895,-0.10868801,0.16646278,-0.21863724,-0.27453935,0.34596756,-0.40723926,-0.016902497,0.05558996,-0.6266367,0.063140854,-0.31419474,0.015622862,0.4828674,0.062244307,0.12455872,-0.06294786,0.2822877,-0.41476822,0.49209586,-0.008975461,0.35626987,-0.110219985,-0.17982543,0.24699062,-0.56439567,0.07979056,0.06955888,-0.17833704,-0.048476215,0.21518904,-0.49134895,0.2617443,0.052713037,0.41724816,-0.64356714,0.4547388,-0.40632537,-0.004801872,0.5497739,-0.2878754,-0.03825183,0.28772733,0.11873167,0.05397116,-0.16840212,0.06206968,-0.16129227,0.13208409,-0.011430261,0.30491453,0.015039501,-0.23471165,-0.2154389,0.026639223,0.07277734,0.5046274,0.36607385,0.38801724,0.19579035,0.32527363,-0.16041087,-0.22781676,0.028516293,0.22818193,0.23396124,-0.3619224,-0.11471006,-0.05431619,-0.17326492,-0.10540349,0.18957525,-0.23576759,0.20089145,0.26624027,0.067670904,-0.013199449,0.09415569,-0.2024294,-0.41712806,0.076868474,0.055010986,0.20393261,-0.34054434,-0.12784298,0.30697542,0.08935197,-0.10403278,-0.1882554,0.4948098,0.5522881,0.1107391,-0.24749272,0.5239319,-0.22467034,0.137187,0.0216933,-0.29869148,-0.010763853,-0.089365475,0.32720363,-0.24420337,-0.21381517,-0.13145465,0.1277239,0.64096814,0.48936012,-0.29622728,0.12046366,0.40756196,0.11449462,0.011666789,0.61845493,0.0012166151,-0.3496592,0.29925287,0.35900906,0.3185497,0.008605359,0.070186146,-0.19275601,0.051522408,0.44068673,0.25230244,0.053747665,0.19439812,0.18282424,0.2496425,0.19185334,0.19816014,-0.0060917023,-0.012256509,-0.2738695,0.1626589,0.22064248,0.18173355,-0.02862127,0.25145522,-0.5476952,-0.51417315,0.2140457,-0.18217903,0.24148597,-0.24134916,0.18265837,-0.20174251,-0.017806435,0.13308293,0.32672635,0.3629718,-0.26350954,-0.30044004,-0.011248078,0.48818126,0.34026757,0.3448852,-0.26296797,-0.08236994,0.07915686,-0.17295808,0.019828305,0.054017697,0.15851267,0.1387256,-0.081116855,-0.12920766,-0.36899376
phyllis,0.18294682,0.02590061,0.0022988464,0.28208384,-0.1302481,-0.2701154,0.12545376,0.40831342,-0.088354014,0.0959438,-0.068676814,-0.11914993,-0.2923787,0.05709765,-0.07222075,-0.22610512,-0.026916673,-0.029297775,-0.019506894,-0.35971177,0.22847436,-0.45025918,0.015242241,-0.022657858,0.21739443,-0.15729482,-0.037164368,-0.26074418,-0.22334385,0.027314663,0.015579499,0.006508381,-0.01805918,-0.020771956,0.18198988,0.18359461,0.3244013,-0.3179276,-0.18807766,-0.48356473,-0.24885347,0.09606424,-0.2956121,0.09726101,0.39063582,-0.293036,-0.24795999,0.065228604,0.08701478,-0.02895878,-0.06462744,0.08230733,0.21500738,0.06561563,0.11636051,0.1997172,-0.036641024,-0.2885722,-0.11815588,-0.17120904,0.018479915,-0.12778735,-0.012135186,-0.19326921,-0.41141397,-0.0006992122,-0.013081124,0.4511436,-0.15275545,0.099700764,0.26371312,0.5929808,0.24533287,0.0073208534,0.20837796,-0.10931239,0.072537675,-0.36114988,-0.4496264,-0.13659121,-0.008678049,0.06857637,-0.2019515,0.397123,-0.11387038,0.12263193,0.19768973,0.2763943,0.21326813,-0.050723583,0.22987124,0.07204499,0.2859125,-0.117137454,0.4266552,0.3820172,0.14613251,0.25261426,0.089505464,0.07936895,-0.13016221,0.020315558,0.37724265,0.052138243,-0.08403031,-0.055378594,0.13131501,0.058416683,-0.3284308,-0.042105343,0.124427944,-0.11875265,0.036462348,0.19929232,0.032794174,-0.25429478,0.07303622,0.015419172,0.060855515,0.040260375,-0.069944106,0.040438175,0.06144438,0.064572275,0.068282686,-0.2288334,0.440114,0.02269325,0.035511732,0.048918616,0.08721343,0.03026823,-0.027880298,-0.06654721,0.0757607,0.15597022,0.33823726,0.41817513,-0.12924579,0.0762735,0.027952366,0.1024939,-0.28536817,-0.09321219,0.0415503,0.032029483,0.08211496,0.15839459,0.11678585,-0.018726233,0.039931122,-0.02222693,-0.12666546,0.085122235,0.0013035604,0.06571832,0.051441357,0.12700486,-0.14590438,-0.02117038,-0.095492266,-0.36027226,0.24276555,-0.38707232,0.13997993,-0.08822114,0.2543826,-0.050891306,0.15982051,-0.229067,0.19053584,0.16778316,0.19834082,0.12905632,0.19567215,-0.04071905,-0.34809035,-0.09486054,-0.18666974,-0.3787293,0.1837064,0.22411112,0.03468018,-0.16075234,-0.07348052,-0.015723752,-0.13217641,-0.22375691,0.010873915,0.33832738,0.17612079,0.1689992,0.314742,0.01027783,-0.009890348,-0.1496178,0.124553,-0.13522837,0.35629806,0.08662995
stanley,0.14062051,-0.1806907,-0.030660642,0.22250794,-0.15592365,-0.11605821,0.24312896,0.36742285,-0.011834128,0.05263823,-0.046935037,-0.14238541,-0.22950307,0.044283878,-0.21544515,-0.3588241,0.051222894,-0.11252139,-0.053891428,-0.2569958,0.31969383,-0.50451875,-0.12326703,0.027728366,0.20947134,-0.19215444,-0.03848431,-0.2808185,-0.01886462,-0.024128558,0.10406394,0.13661613,0.18313561,-0.03332634,0.14132302,0.11123285,0.19066152,-0.3041627,-0.0029474564,-0.42314887,-0.27868527,0.10691669,-0.19412172,0.06372899,0.33546293,-0.48130703,0.053926833,0.19040394,0.16955772,-0.24339432,-0.049833156,-0.039294068,0.22914171,0.12804309,0.1482362,0.27336237,0.04676556,-0.13486688,-0.2602605,-0.11929602,-0.10816448,0.032654192,0.21667899,-0.29111266,-0.37497422,-0.24712183,0.18339783,0.46771184,0.06398719,0.21731204,0.24961929,0.49781436,0.11722784,0.024471745,0.2070497,-0.04742922,-0.023434037,-0.20125487,-0.3102352,-0.20965616,0.07614108,0.001205016,-0.09946371,0.35378498,-0.16773562,3.763703e-05,0.18137337,0.2775046,0.16652958,0.19176465,0.25678927,0.038098726,0.20805286,-0.0043634367,0.18714319,0.30840668,-0.16496946,0.19646527,0.23116721,0.10090204,-0.26292616,0.016075023,0.34961265,0.046525132,-0.2753083,0.09213237,0.1960996,-0.21720858,-0.2503324,0.17604515,0.19753566,-0.14867315,0.048490793,0.1426545,-0.12325631,-0.2705506,0.21607493,-0.09874387,0.09994832,-0.045533832,0.051120203,0.08493462,-0.038219057,0.07850693,0.0827815,0.05818378,0.16422236,0.13003713,0.1706792,0.1954709,0.15429595,0.100401916,0.06583273,-0.05858151,0.008616724,0.1072218,0.36741003,0.4177808,0.047797967,-0.17765465,0.008268004,-0.16431117,-0.27048603,-0.035756376,0.18102922,-0.022813816,0.11474996,0.19237503,0.19996648,-0.11125961,0.18769433,0.07433363,-0.21378621,0.25683013,-0.0603693,0.06737365,0.03861684,-0.026289945,-0.02561392,0.081975155,-0.0398619,-0.41494206,0.0786294,-0.29966342,0.2014342,-0.08785241,-0.005255477,-0.13936192,-0.03131003,-0.118580304,0.24915032,0.1912136,0.12708628,0.06876216,0.13153894,-0.15744728,-0.49916032,0.077181086,0.072584726,-0.2525155,0.2514446,0.12775624,-0.0136288935,-0.07164539,0.1706173,0.04052676,0.14258583,-0.22244118,0.07152736,0.23613244,0.15074855,0.10557167,0.19028835,-0.19090386,0.08194628,-0.11974763,0.081905544,-0.084183685,0.23593897,0.111934684
than,0.073270075,-0.51507664,-0.05156499,0.03101814,0.32628986,-0.6389056,0.23383185,0.30573118,0.315253,0.046641655,0.17925353,0.43776938,0.094326615,0.05519487,0.40523192,0.09356045,-0.20193848,0.36181614,0.030383466,-0.39121655,0.051599022,0.33982316,-0.19669358,0.20949,-0.2314414,-0.18532969,0.37370804,0.12335551,-0.2085808,0.5202119,0.7740735,-0.29446104,0.59530026,0.04503675,0.20065896,-0.1624007,0.04636043,0.16062908,0.12815885,0.13964477,-0.5163131,-0.3424719,0.15213948,0.26468557,-0.20661454,0.0836632,-0.012177723,-0.1210841,-0.218628,0.10321162,0.32574892,-0.11769494,0.122595936,0.17283177,-0.18895483,-0.12357817,0.5625306,0.43076363,0.08256851,0.42835012,-0.25137213,-0.06124799,-0.2985702,0.49665877,-0.37266558,0.78438777,0.26307988,-0.08612058,-0.70589143,-0.60237783,-0.17070939,-0.5709713,0.10405733,-0.14616846,-0.22561558,0.0153386025,0.0055530383,0.14845936,0.0027792207,0.51762474,-0.15577473,0.4311679,-0.060542185,-0.40335107,0.44041565,0.4044889,-0.43461838,-0.25150818,-0.029912438,0.0005369757,-0.35232475,-0.2152003,0.020854635,-0.17866348,0.24764068,-0.27186266,0.7468343,-0.3067977,0.24581636,-0.22007836,0.30710188,-0.1459621,0.2822686,0.40171346,-0.104819864,-0.5171839,-0.20136636,0.48426902,-0.48340425,-0.38953194,-0.17924736,0.33927712,-0.38562834,0.34662428,-0.086853966,0.4507567,-0.490951,-0.30922103,-0.33871385,-0.006269459,-0.15601476,0.3507594,0.084222406,-0.3901107,-0.3287581,0.14223367,-0.39501494,-0.63811916,-0.25650564,0.25696102,0.22478892,0.2284989,-0.45352226,0.18436198,-0.21679617,0.13459364,-0.70119095,-0.5629493,-0.027767897,-0.8930882,0.50290865,-0.21847972,-0.3525858,0.24420014,-0.16145329,-0.510598,-0.74648345,-0.05223389,-0.04135346,0.03799277,-0.3620622,0.06996807,0.1986164,0.006477591,-0.4930156,0.31535628,-0.01854017,-0.42293805,0.044302642,-0.3865026,0.045369938,0.4138358,-0.16710359,-0.2816961,-0.097173356,-0.038714726,0.7463239,-0.5676491,0.06083122,-0.09891397,-0.67704296,-0.26352102,-0.451177,0.0883681,0.66422826,0.43277285,0.16268563,0.11096458,0.24868947,0.11254633,0.07351568,-0.10236807,0.6950597,-0.2511483,-0.1808461,-0.19365437,-0.2580577,-0.3998736,0.9231587,0.17952266,-0.23858756,-0.057465367,0.4009463,-0.3184957,-0.09353361,0.36815986,-0.4381725,-0.2329689,-0.27720794,0.32462367
erin,0.12030859,-0.029121215,0.16394784,0.27958432,-0.22716843,-0.10003072,0.11264755,0.24295366,-0.17825277,-0.07703436,-0.1743268,-0.03430589,-0.23751853,0.067834035,-0.16189055,-0.3478848,-0.019587833,0.07539807,-0.07928934,-0.123265825,0.16918139,-0.5473088,-0.13547978,-0.20339847,0.27830082,-0.20566812,-0.15951177,-0.16971873,-0.08888099,-0.057548523,-0.060799748,0.26357526,-0.18362199,0.100401536,-0.0927726,0.1777133,0.22609438,-0.33174288,-0.15631625,-0.4627315,-0.19812925,0.2941586,-0.14015748,0.07943899,0.36407334,-0.3524217,-0.15516005,0.049509272,0.21728955,-0.062270116,-0.03164617,-0.1829185,0.174675,0.0029621534,0.013319736,-0.0024574602,-0.08413668,-0.294658,-0.33723462,-0.12869859,-0.083949685,0.15736614,0.12436492,-0.3653998,-0.20376794,-0.04867795,0.084839806,0.52054673,0.0030584377,0.09109848,0.23169258,0.6160815,-0.024361696,-0.06058535,0.23677498,-0.066543326,-0.00820197,-0.31431153,-0.2958258,-0.12809296,0.042785536,-0.081949,-0.108111,0.4628316,-0.15049258,-0.09996118,0.1410052,0.20482913,0.010093177,0.022415807,0.21309614,0.26108134,0.18289821,0.050097372,0.3224646,0.44659936,-0.079579175,0.05969708,0.28528324,0.03702524,-0.2375356,0.036691263,0.2124007,0.0040914565,-0.04001756,0.0893777,0.24188663,-0.03892774,-0.24132037,0.13323037,0.10147045,-0.12537462,0.13699009,0.16168465,0.09646941,-0.32514,0.23175433,0.033136986,0.017932164,-0.043046914,0.035279375,0.09526039,0.06514975,0.016608823,0.03437903,0.08046801,0.22168097,0.110937305,-0.02281383,0.10605503,0.14800961,0.06861529,0.045917597,-0.17505652,-0.049428377,0.044327125,0.03367609,0.43247598,-0.17379455,-0.16081914,-0.023999576,-0.0672821,-0.09970877,0.052425414,0.104276694,-0.03907945,0.066902824,0.085584365,0.13788453,-0.06739927,0.12006673,-0.10586493,-0.21765347,0.1635754,-0.05523307,-0.029818853,-0.031459127,0.0721697,-0.14375845,0.089403346,0.10890626,-0.16185966,0.05417213,-0.3554372,0.1862287,-0.024011238,0.16010758,-0.13621505,-0.00058562885,0.072113,0.21554402,0.04305393,0.07764234,0.12773623,0.07866139,-0.14264913,-0.26491708,0.0896096,-0.022650711,-0.37519452,0.13855055,0.27733326,-0.23008628,-0.018060436,0.17078815,-0.052263025,0.23722689,-0.03813831,-0.13369939,0.074052945,0.23606431,0.051505946,0.07858103,0.13386193,0.057397045,-0.21799627,0.25971863,-0.20016845,0.08400176,0.081732556
